embedding,module_code,module_name,lecture_number,lecture_title,source,file_type,page,text_chunk,created_at,last_updated
"[-0.15540611743927002, -0.07096311450004578, 0.19013813138008118, -0.33638450503349304, 0.07541141659021378, -0.30425146222114563, 0.012254741042852402, -0.24578997492790222, -0.4660652279853821, 0.670367956161499, -0.1335071325302124, 0.08820633590221405, 0.262575626373291, -0.4511936902999878, -0.3711172938346863, -0.0361250676214695, 0.046153098344802856, -0.6921288371086121, -0.07354781776666641, -0.3520457148551941, -0.23671795427799225, 0.04964575916528702, -0.38798922300338745, -0.17216654121875763, 0.08597418665885925, 0.5345103740692139, -0.2073514461517334, -0.19518835842609406, 0.03438499569892883, -0.33819660544395447, 0.08339421451091766, 0.05415493622422218, 0.2474517822265625, 0.6048863530158997, 0.2997044324874878, 0.131585955619812, -0.07649534940719604, -0.3859900236129761, 0.20114141702651978, -0.012592301703989506, 0.20856986939907074, -0.30557528138160706, -0.3441733717918396, -0.10227037966251373, 0.2488178312778473, 0.27469751238822937, -0.2900889217853546, -0.08305779844522476, 0.13591521978378296, 0.1819441169500351, -0.2066069394350052, -0.160470649600029, -0.15424545109272003, 0.09102919697761536, -0.21242818236351013, -0.3271491229534149, 0.1123911440372467, 0.11059119552373886, -0.007517051883041859, 0.10482415556907654, 0.17054034769535065, -0.3804311156272888, 0.21454964578151703, 0.40739428997039795, 0.37749865651130676, 0.2793581187725067, 0.25452330708503723, -0.3369256258010864, 0.18046629428863525, 0.02181483432650566, -0.1353728175163269, -0.06260620802640915, -0.2580420970916748, 0.11595474928617477, -0.28266215324401855, -0.26337820291519165, -0.38756367564201355, -0.12047098577022552, 0.34884119033813477, 0.14815890789031982, -0.23301391303539276, 0.4905463457107544, -0.17821750044822693, -0.031049057841300964, -0.20269718766212463, 0.04329638555645943, -0.0542844794690609, -0.10884442925453186, 0.19667793810367584, -0.1666763871908188, -0.17318391799926758, 0.046878211200237274, -0.11843080818653107, -0.007597818039357662, -0.2776152491569519, -0.23983557522296906, -0.10967153310775757, 0.12712962925434113, 0.02139887772500515, -0.0861341804265976, -0.07153358310461044, -0.06671741604804993, 0.2821250557899475, 0.26097020506858826, 0.002536133863031864, -0.3594576418399811, 0.07482343912124634, 0.2527318000793457, -0.05518067628145218, -0.028767302632331848, -0.6313430070877075, -0.09649165719747543, -0.2461516112089157, -0.4647485315799713, -0.16903790831565857, 0.18697066605091095, -0.18543440103530884, 0.3317684233188629, 0.15530037879943848, 0.15131445229053497, 0.2968579828739166, -0.4957438111305237, -0.23103158175945282, -0.4377956688404083, -0.416707843542099, 0.031120700761675835, -0.3251175582408905, -8.034066750908623e-33, -0.25906261801719666, 0.18843208253383636, -0.1666441261768341, -0.2062225192785263, 0.17459554970264435, 0.24111343920230865, 0.23747558891773224, 0.1449943333864212, -0.3456449508666992, 0.5170351266860962, -0.2162994146347046, 0.24593964219093323, 0.2694304287433624, 0.008764526806771755, 0.1922169327735901, -0.3404710292816162, 0.14571094512939453, 0.24756565690040588, 0.023893335834145546, -0.24036486446857452, 0.2837388813495636, -0.10738509893417358, 0.24833326041698456, -0.23010443150997162, 0.040651414543390274, 0.0515521764755249, 0.4270918667316437, 0.0032123292330652475, 0.5360455513000488, 0.04149216040968895, 0.09261075407266617, -0.08946020156145096, -0.12789124250411987, -0.2758723199367523, 0.1474456787109375, -0.12739317119121552, -0.020548231899738312, -0.17815746366977692, 0.004071918316185474, 0.2722119688987732, -0.011255867779254913, 0.3541640639305115, -0.15661336481571198, -0.32825884222984314, -0.16522419452667236, 0.2657128572463989, 0.37874099612236023, 0.11953774839639664, 0.2851587235927582, 0.16424202919006348, 0.37940752506256104, -0.16499046981334686, 0.21439960598945618, -0.0821787640452385, 0.2556542456150055, 0.5339798927307129, 0.3462831377983093, 0.0627574622631073, 0.2825912833213806, 0.2770048677921295, -0.4185061454772949, -0.6662325263023376, 0.18393613398075104, 0.07514249533414841, 0.09455040097236633, -0.42390212416648865, 0.017277712002396584, 0.14402693510055542, 0.15939638018608093, 0.1329423189163208, -0.08342653512954712, 0.030960457399487495, 0.26074033975601196, -0.11746122688055038, 0.3831574022769928, -0.3354887068271637, -0.09058531373739243, -0.1821807324886322, -0.516374945640564, -0.16115713119506836, -0.518713116645813, 0.07752317190170288, 0.33513152599334717, -0.09692639112472534, -0.4301339089870453, 0.0714731514453888, 0.00025639639352448285, 0.05201771855354309, -0.5173620581626892, -0.07760509848594666, -0.054460156708955765, -0.33476412296295166, 0.2679997682571411, -0.04530661925673485, -0.252838671207428, -5.1682460537504415e-33, -0.35622698068618774, 0.02758810669183731, -0.4086785614490509, 0.23626865446567535, 0.14898990094661713, -0.33573979139328003, 0.33799490332603455, -0.06659621000289917, -0.09836293756961823, 0.26872190833091736, -0.08574917912483215, -0.0907595306634903, 0.3052711486816406, -0.19265587627887726, 0.06991606950759888, -0.23705822229385376, 0.06283608824014664, -0.12575797736644745, -0.219338059425354, 0.10638368129730225, -0.08195427060127258, -0.4105362892150879, -0.14049826562404633, -0.22078409790992737, -0.2856195569038391, 0.4594377875328064, -0.2071867436170578, 0.2826952636241913, 0.5373459458351135, -0.014236493036150932, -0.2758047580718994, 0.18790601193904877, -0.005175239872187376, -0.02012055553495884, 0.07785560935735703, -0.323275625705719, 0.21962705254554749, 0.12242747843265533, 0.0429367795586586, 0.017835043370723724, 0.09546343237161636, -0.3877479135990143, -0.3448835611343384, 0.0864882618188858, 0.0800468847155571, 0.015059730969369411, 0.17490458488464355, 0.6743210554122925, -0.37755441665649414, -0.1422419548034668, -0.04114975407719612, 0.04188684746623039, -0.19364702701568604, 0.5952875018119812, 0.340699702501297, 0.10673492401838303, 0.6952968239784241, -0.061007823795080185, -0.5840132832527161, -0.01814093440771103, 0.2744401693344116, 0.20373213291168213, 0.7835679054260254, 0.46624743938446045, 0.0513802208006382, -0.18553036451339722, 0.3120116591453552, -0.3080325722694397, -0.25443336367607117, 0.31918054819107056, -0.3375268280506134, -0.03720565140247345, -0.18048985302448273, -0.20127072930335999, -0.027195753529667854, -0.11312101781368256, -0.1660061925649643, 0.323262095451355, 0.48484599590301514, 0.3801417648792267, 0.043173473328351974, 0.6682754755020142, -0.10734971612691879, 0.359967440366745, 0.7004356980323792, -0.4134255051612854, 0.6557141542434692, -0.118883416056633, -0.105461485683918, 0.2109670788049698, -0.4100677967071533, 0.1338445097208023, 0.001606332021765411, 0.38425159454345703, -0.2918052673339844, -9.571448345013778e-08, -0.022390052676200867, -0.20439498126506805, 0.0900411456823349, 0.25086265802383423, 0.09335293620824814, -0.12468921393156052, 0.22236661612987518, 0.5384656190872192, 0.004779201000928879, -0.07548403739929199, 0.10732348263263702, -0.8049953579902649, 0.01570555754005909, -0.08889779448509216, 0.6812930107116699, 0.12520910799503326, 0.10381472110748291, -0.39933449029922485, -0.3311556577682495, 0.12283706665039062, -0.1119970977306366, 0.009774050675332546, 0.20543068647384644, -0.12735871970653534, 0.4244481027126312, 0.08672840148210526, -0.002342197811231017, 0.38339436054229736, -0.28933122754096985, -0.1048930287361145, -0.43835359811782837, -0.03378560021519661, -0.10933782905340195, -0.09958862513303757, 0.17125070095062256, -0.11812514066696167, -0.09568918496370316, 0.17713192105293274, 0.02679750882089138, -0.3392488956451416, 0.09757740050554276, -0.019365571439266205, -0.3063884377479553, -0.03937870264053345, 0.3728797733783722, 0.03251811861991882, -0.2698303163051605, -0.039349645376205444, -0.4114074409008026, 0.4262194037437439, -0.4487459063529968, -0.04478629305958748, 0.0004645518201868981, 0.45061588287353516, 0.1411348432302475, -0.10818522423505783, -0.09504973888397217, -0.18487080931663513, 0.07224292308092117, 0.4440832734107971, 0.3216251730918884, -0.23149682581424713, -0.03807849809527397, -0.0902690589427948]",MDPCC,Machine Learning & Data Visualization,1.0,Introduction to Cloud Computing,MDPCC_01_Introduction to Cloud Computing.pdf,pdf,1,"Introduction to Cloud Computing
IT3061 – Massive Data Processing and Cloud Computing",2025-03-12 14:49:21,2025-03-12 14:49:21
